FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
765,182424.008,173629.18461066793,0.08755440913205004,4,12,1,Sole,722410,9
710,37666.721,10404.358614794266,0.3016902370323319,4,11,1,Corp,441120,19
718,428479.005,515963.70558899106,0.06920367336543498,4,9,0,LLC,445292,19
716,291572.818,65076.5326284607,0.37337168794864334,4,12,0,Corp,445291,19
787,673277.44,215859.2927441358,0.2599214174199946,4,11,1,Sole,445110,20
710,110571.229,61100.72307882765,0.15080458330167,4,12,1,LLC,458310,20
604,99032.912,26602.634189048033,0.3102227624535098,5,9,0,Partner,445250,12
685,232898.788,64687.70242970389,0.3000297058691218,4,10,1,Corp,445320,14
719,89176.575,25391.394274574744,0.2926732250162919,4,9,0,Corp,444240,12
695,399016.953,337130.94760163664,0.09863055583164912,4,11,0,Sole,445291,20
723,64626.98,52816.235587701616,0.10196829832228164,4,11,0,Corp,722330,19
669,201919.695,99985.59359133405,0.16829065713981417,4,8,0,Partner,445230,19
707,249626.928,277122.3692083803,0.07506519253362004,4,10,1,Sole,459310,10
605,310050.91,349744.69459505036,0.07387553330365512,5,12,0,LLC,459310,26
720,76970.833,142743.65280146868,0.04493535059141584,4,8,0,Sole,445320,18
691,302316.962,90728.93790402428,0.2776741439794726,4,8,0,Corp,459210,14
682,442408.123,434461.7779820617,0.08485750749944114,4,9,1,Corp,445320,19
788,750013.617,1367144.8690101332,0.045716541214284985,4,12,1,Corp,722410,17
730,508259.335,177503.1737643332,0.23861513957810696,4,12,1,Corp,444240,13
696,103005.708,110905.82883918086,0.07739727559718221,4,8,1,Partner,722511,10
723,260690.837,68572.37257844818,0.3168074196618135,4,8,1,Sole,444240,17
703,769101.383,176040.1379502194,0.3640748221566978,4,8,1,LLC,445110,20
614,273982.798,244757.29576725827,0.09328383761456645,5,10,0,Corp,722513,20
672,47753.02,22283.60206981945,0.17858056883554713,4,12,0,Partner,459210,26
708,102728.371,94669.14647952541,0.090427535281358,4,9,0,Corp,445110,14
663,28128.549,18246.093398790206,0.12846836299519435,4,9,0,Sole,722514,16
736,48890.618,15053.26548052883,0.27065344538941444,4,11,1,Corp,445320,15
709,269330.409,109413.98859866173,0.205130998672637,4,12,0,Partner,444140,19
676,190748.947,267020.4982247592,0.0595300573889028,4,11,0,LLC,722330,21
758,25141.493,14309.392125903245,0.1464160320880449,4,13,1,Partner,445320,25
695,15419.229,2744.845484266656,0.468126806177324,4,11,1,Corp,722514,25
706,632291.161,544693.8304097973,0.09673494932683856,4,11,0,LLC,445291,16
641,574751.85,514615.73358874745,0.09307136252129405,4,11,0,Sole,722410,28
692,524465.002,156050.38567980562,0.2800724691767886,4,9,1,Partner,722513,18
581,181400.996,77480.16093286342,0.1951047788835304,5,8,0,LLC,445230,16
632,480364.406,243727.2820496144,0.16424245505071475,4,12,0,Corp,445110,26
686,235988.83,142813.4820370446,0.1377022361812606,4,11,0,Sole,444140,18
544,11000.123,2753.125729089318,0.3329586102738163,6,8,0,Corp,445291,18
698,308098.627,475937.2897205238,0.05394594232868355,4,8,1,Corp,722513,21
738,448440.459,230982.01783020474,0.16178765170140116,4,10,1,LLC,445131,19
753,124759.097,51525.49075238112,0.2017756893695615,4,11,0,LLC,459210,17
658,299842.138,46414.23779143511,0.53834439651068,4,11,0,LLC,445291,25
756,29744.476,21692.06347855877,0.11426789045603601,4,13,1,Corp,459310,15
681,497504.605,327509.9631096899,0.1265876515318343,4,12,1,Partner,722330,18
583,217469.402,322448.78040735656,0.05620257004468176,5,8,1,Partner,459910,22
677,59785.645,17979.910674601015,0.2770946515530389,4,12,0,LLC,445230,14
723,80698.652,106695.97895960243,0.06302850146970267,4,8,0,Corp,445250,20
686,25736.709,6694.435125363304,0.3203744169353806,4,10,1,Partner,445292,22
688,175933.565,67274.98583232665,0.21792840585960807,4,12,1,Sole,445320,12
706,350576.188,141296.77437575578,0.20676114130986203,4,11,1,Partner,459210,18
727,41610.826,26616.37032531671,0.13027955318291778,4,12,1,Corp,459210,15
784,47821.147,17586.842957421326,0.22659527881049826,4,9,0,LLC,444140,14
735,150802.664,45168.56691381501,0.27822199209120857,4,12,1,LLC,441120,22
678,63136.218,48919.115495058715,0.1075520570385506,4,11,0,Sole,722330,12
703,579723.398,138539.7973103266,0.348710508493473,4,8,1,Sole,722514,18
677,333753.945,157813.47018432253,0.1762386234680427,4,11,1,Sole,445110,18
751,47561.531,31945.693369603476,0.12406870844249461,4,9,1,Partner,445250,26
783,34830.774,42684.756009468976,0.06800002556781885,4,12,1,Corp,445291,15
753,162429.669,35648.854781019305,0.3796981931999379,4,9,1,Partner,445250,18
733,116127.548,277919.9640039826,0.03482044084651648,4,8,1,Partner,445230,18
762,131400.01,55661.92488382985,0.19672335903199029,4,13,1,Sole,458310,14
681,20780.993,4224.985277503636,0.4098829470217429,4,8,0,Partner,459910,15
546,87805.537,68440.02044224845,0.10691300259776695,5,11,0,LLC,722330,22
631,263191.253,158566.76957687174,0.1383177854678684,4,9,0,Partner,722410,24
647,58315.294,53985.99300383122,0.09001608682067702,4,11,1,LLC,445291,22
712,130549.878,41754.43920368953,0.2605508948863739,4,12,0,Corp,722513,15
596,173275.974,85667.04472781373,0.16855565107771062,5,11,0,Corp,459210,20
710,42292.879,21688.090584685444,0.16250423565742636,4,9,0,Partner,441120,16
726,553881.409,238317.87717830695,0.19367738849402097,4,8,0,Sole,459310,18
759,112642.404,75804.70407137359,0.12382961077404689,4,12,1,LLC,445291,12
756,201962.983,388362.9969676577,0.04333638558447661,4,11,1,Sole,459310,11
648,81748.665,59135.309725553045,0.11520001808760778,4,8,0,LLC,722514,23
685,192108.934,381785.658145676,0.041932109003489156,4,11,0,Partner,722514,22
656,368472.318,446322.3954318475,0.06879786184668107,4,10,0,LLC,445250,18
659,297890.036,176175.63713421434,0.14090580326810506,4,8,0,Sole,445250,19
692,388064.41,237319.90827136944,0.13626627900241234,4,10,0,Partner,444140,21
750,46084.41,48506.70380680044,0.07917189168936267,4,13,0,Corp,445292,19
608,177806.247,59354.12240953998,0.2496404065712955,5,8,0,Partner,445250,13
700,18105.907,9613.84433247277,0.1569430012754585,4,11,1,Partner,459310,13
659,278386.732,81002.80860074685,0.28639617235592296,4,9,0,LLC,459210,11
630,517301.421,188276.78037060675,0.22896318741559474,4,11,0,LLC,445320,22
661,65179.494,32203.530211529538,0.16866549922701843,4,9,1,Partner,445240,21
784,162862.635,99108.64786728006,0.13693947543482382,4,12,1,Sole,444240,25
818,217136.722,101636.87874520637,0.17803308264409642,4,13,0,LLC,722511,20
744,40743.369,14017.89175297778,0.24221051280972763,4,12,1,LLC,445292,16
647,155463.315,44598.54390618041,0.29048652972288347,4,10,0,Sole,722410,15
707,134099.927,34398.91954931603,0.3248646778177329,4,10,1,LLC,458310,21
658,487592.591,234091.10541256287,0.17357650494689,4,9,0,Corp,722513,19
699,78057.722,38653.145875997994,0.16828669489243006,4,8,0,LLC,444140,14
673,359994.927,127032.54870379338,0.23615661935549412,4,10,0,Corp,459310,16
714,122009.712,78773.82886898553,0.12907175068143847,4,11,0,Sole,441120,20
730,99635.906,54248.24642360733,0.15305549421508002,4,10,0,Corp,459910,16
621,56177.561,39691.08074102251,0.1179474917101001,5,12,0,Partner,445131,18
670,404402.419,173430.7457857437,0.19431503584126056,4,8,1,Corp,445292,21
721,312651.922,234913.33982127524,0.11091037594185059,4,11,1,LLC,445240,19
711,39641.117,13013.162265399456,0.25385270307818325,4,8,0,LLC,445250,25
678,122905.924,60354.83945061296,0.16969907345564672,4,10,1,Corp,459210,20
591,1008762.592,1151424.5964704414,0.0730082973657332,5,10,0,Partner,445240,22
740,111556.336,186738.66905247667,0.0497827331666421,4,10,1,Corp,445320,17
757,15196.586,12396.847194529704,0.10215356749944265,4,12,1,Partner,441120,20
604,136693.294,29270.485227799163,0.3891670310444603,5,9,0,Sole,441120,16
679,53140.941,29719.43855611926,0.1490072479544936,4,11,0,Corp,722410,18
657,40827.558,23193.902265038054,0.14668926604595303,4,9,0,LLC,445230,15
711,11545.652,3709.4459054992262,0.2593750363741131,4,11,1,Corp,722513,19
674,136093.732,46124.82352530452,0.24587940866833824,4,12,1,LLC,441120,17
761,1076601.004,477031.90433453606,0.1880728511408247,4,9,1,Partner,445292,22
727,708620.188,253772.7393852064,0.23269513690238286,4,11,0,LLC,459210,16
650,288683.269,147465.03064496847,0.16313656856893724,4,10,0,LLC,445291,20
593,208501.887,66294.723869345,0.2620895938000031,5,11,1,LLC,722513,19
736,436559.206,403650.5622326987,0.09012729632310243,4,11,0,Corp,459210,15
670,148325.605,123594.1293332095,0.10000852912689359,4,12,1,Partner,441120,18
561,199292.082,74108.65094466052,0.22409898558808636,5,9,0,LLC,722513,21
688,258932.638,70913.96300536387,0.3042802703284431,4,9,1,Partner,722511,15
703,147877.439,175289.2351791481,0.07030163548875243,4,8,1,Partner,445250,14
686,136835.387,60290.36930255211,0.18913383760255015,4,8,1,Sole,445250,13
672,779477.207,211442.38777177568,0.3072063014478375,4,9,0,Partner,444240,11
700,60296.972,33813.69808432922,0.14860095024611816,4,12,1,Corp,722513,13
604,257565.667,165679.27220778976,0.12955033721064454,5,11,0,Partner,445320,14
657,296006.407,274379.9176230531,0.08990162544338058,4,9,0,Sole,722330,17
726,111614.14,54754.42573793545,0.1698708041949056,4,12,1,Partner,445291,18
778,70298.699,55496.17745613828,0.10556087257175051,4,9,0,LLC,445131,14
700,110277.026,19829.13030057028,0.4634470613369449,4,8,1,Sole,445240,17
627,28627.555,10727.859226386861,0.22237704028269695,4,11,0,Sole,444240,20
687,44390.194,30291.56945168873,0.12211921997746165,4,8,0,Sole,459310,17
714,82996.513,26207.756957336413,0.26390568619025645,4,12,1,Partner,722330,14
667,51364.348,12984.27876180665,0.32965730417957834,4,10,0,LLC,444140,16
639,37124.516,7814.1515294255705,0.39591114339372047,4,12,0,Partner,459910,14
669,576820.617,142265.21671796674,0.3378786878404229,4,10,0,Sole,722330,26
590,145162.323,73715.55801392044,0.1641018609357285,5,11,1,Sole,459210,21
760,76083.909,41216.094031672204,0.1538313102917473,4,9,1,Sole,458310,17
618,516437.485,354356.82968409685,0.12144949237100809,5,9,0,Partner,722410,18
765,42813.574,12657.367186537653,0.28187519416581636,4,12,1,Corp,445250,21
674,402419.648,184676.41189798553,0.18158773132971223,4,11,1,Sole,459310,17
762,152333.827,468985.698461274,0.027067958841780263,4,13,1,Corp,459210,17
672,113061.364,43082.607049939004,0.21869104444891463,4,10,0,Corp,444240,15
723,159562.711,31599.695211308783,0.42079179860490207,4,8,1,LLC,444240,32
744,333890.559,94832.6276006364,0.2934033776557856,4,10,0,LLC,458210,14
705,37984.191,24570.025624416714,0.12882970894643275,4,9,1,Partner,459910,14
702,44900.43,11323.4151841143,0.3304393982876528,4,9,0,Partner,444140,16
736,18839.599,6404.66097969116,0.2451287567463155,4,11,1,Corp,445110,21
716,163288.476,87349.43302065243,0.15578089667488448,4,9,0,Corp,722511,21
646,623874.679,362639.30147297424,0.14336437438568103,4,10,0,Partner,445240,14
718,336300.147,142566.81707459374,0.1965745804322528,4,9,1,LLC,458210,17
720,198380.916,46290.89816019038,0.3571272897490915,4,12,1,Corp,722511,17
690,661195.875,145361.64363360035,0.37905223738997207,4,12,1,LLC,444140,18
753,21450.858,8432.249316680016,0.21199224938285044,4,12,1,Corp,722511,17
777,95408.941,57062.29281534916,0.13933448326483416,4,12,0,Partner,444140,16
694,558505.767,432729.07134493935,0.10755493525162323,4,10,0,Partner,445230,16
670,412477.345,232859.9349133247,0.14761282182839963,4,10,1,Sole,445291,20
771,203790.991,64855.46965376291,0.261852742320678,4,10,1,Partner,458310,19
589,109647.14,58387.30690667422,0.1564939736177863,5,9,0,Partner,444140,19
762,25498.976,29274.475853013777,0.07258591673291766,4,13,1,Partner,459310,20
667,16367.529,27132.119608258246,0.05027107242977246,4,10,0,Sole,722514,15
813,43962.454,15703.507902773155,0.23329423311121283,4,9,1,Partner,458310,15
658,178866.604,174430.61878694003,0.0854526025132082,4,10,1,Sole,445230,17
715,344268.389,85847.0762009564,0.3341876472241119,4,9,0,Partner,459210,15
732,76161.517,21420.84747215806,0.2962904755090869,4,8,1,Partner,722330,19
744,142621.604,42382.27376857334,0.2804269948225277,4,10,1,Sole,459910,17
689,495755.258,547541.1327552131,0.07545175274555359,4,10,1,Sole,445292,17
732,714828.626,215759.52874472894,0.27609001796228644,4,9,1,Sole,459210,16
753,108437.134,31124.91314396816,0.29032780883710013,4,9,1,Partner,441120,20
722,84582.577,41255.00912230874,0.17085314567345025,4,12,0,Partner,722513,16
765,22293.043,13407.93018771554,0.1385563287788762,4,13,1,Corp,445230,16
687,243634.683,112560.07646787197,0.18037381358562826,4,8,1,LLC,445240,15
710,42207.466,16289.774579276609,0.21592004335087173,4,11,0,Partner,459210,16
708,109860.564,25734.019606941674,0.3557565875767987,4,9,0,Sole,722410,20
674,410562.425,151132.60611461187,0.2263809001660484,4,11,1,Sole,444240,15
637,14023.575,7317.881932271962,0.15969528626122265,4,8,0,Corp,722513,19
767,81010.961,21482.52192220955,0.31425143850021087,4,10,1,Corp,445240,10
756,441138.412,292010.0048151505,0.12589135210146066,4,12,1,Partner,459910,11
682,206671.17,53422.89058775386,0.32238235914452634,4,12,0,Corp,722410,14
721,46650.833,29779.01843812801,0.13054726517409854,4,9,1,Partner,445320,16
638,194020.117,94987.47652888283,0.17021552392137743,4,12,0,Corp,445131,11
698,32722.233,9661.072608060973,0.2822515532824769,4,11,0,Partner,459310,17
699,194909.554,111488.8585673291,0.1456868698994202,4,10,1,Partner,722513,14
628,376640.178,325324.84761945566,0.09647797187847806,4,11,0,Partner,445230,21
799,73456.292,20556.956583659816,0.29777548256011654,4,10,0,Partner,459310,19
670,119308.483,100285.10631849649,0.09914107835471847,4,10,0,Sole,722330,17
744,249814.329,81782.37989083513,0.25455190687514995,4,10,0,Sole,458310,18
616,102891.896,24666.715364341257,0.3476070705004322,5,9,0,LLC,445230,15
743,148020.59,68360.32625725679,0.1804416368676596,4,12,0,Sole,458210,17
585,40023.512,16603.50329879361,0.20087885108614426,5,8,0,Partner,445292,20
737,45778.566,23738.331008241985,0.16070550615691842,4,8,1,LLC,445250,15
711,344340.34,98707.71154768654,0.29070705706180333,4,9,0,Partner,445292,24
745,173379.632,208214.29656867485,0.06939150147118364,4,12,1,Sole,444140,21
741,712489.757,337714.45215453935,0.17581168362169125,4,9,1,LLC,459210,20
713,161374.429,48335.1138948721,0.2782215246783566,4,8,1,Partner,444140,14
688,115923.283,111992.11985514533,0.08625851172232726,4,10,1,Sole,722511,15
656,112884.968,35789.00695787042,0.2628483287547027,4,11,1,LLC,444240,25
794,388423.059,156014.02450727255,0.20747229841821782,4,9,1,Corp,445110,21
743,28297.192,6080.996230249342,0.3877817456296372,4,13,1,LLC,459210,14
636,208096.218,111872.72499008825,0.1550096460199429,4,9,0,LLC,445131,24
692,192419.715,47172.23370291711,0.3399240398702681,4,8,0,Partner,444240,14
730,131215.122,32647.02437530426,0.33493384800703124,4,9,1,Partner,445292,21
720,294000.821,93254.58610341816,0.262722397260939,4,12,0,LLC,459910,20
732,488086.672,322341.56292013114,0.1261825777751515,4,11,1,Corp,722410,15
640,89570.509,20600.818616128545,0.3623258484247585,4,9,1,Corp,444240,12
696,233154.362,92418.83235393591,0.21023345211999106,4,8,1,Corp,458310,28
764,37548.372,9993.585436938183,0.313103942498406,4,10,0,LLC,445320,16
609,229086.582,225542.85893602882,0.08464266432578427,5,8,0,Sole,444140,18
714,241208.07,44817.603325189884,0.44849949592691296,4,10,1,LLC,722410,18
607,28831.715,35420.57958473175,0.06783183518833046,5,12,0,Partner,445292,17
706,30941.827,24478.344067347938,0.10533741891359463,4,8,1,Sole,722330,24
722,10638.098,4451.853785610557,0.19913236358572028,4,8,0,LLC,445320,13
632,566668.444,156264.29342265317,0.30219552591972776,4,12,0,Corp,722511,23
662,461226.84,189726.65069918218,0.20258392723614171,4,8,0,Partner,441120,16
599,35899.45,7627.259101977954,0.3922275083794551,5,12,0,LLC,444240,20
657,120805.366,26079.946881027023,0.3860097522152964,4,12,0,Partner,445131,15
735,469740.412,326109.0176965565,0.12003665096362859,4,9,0,Sole,445240,23
676,366428.293,90359.40696015014,0.33793593949548645,4,9,0,LLC,445131,14
642,266263.182,72868.26607763823,0.3045029022147849,4,8,0,LLC,459210,16
679,118078.327,46595.49969156437,0.2111762004585764,4,10,0,LLC,458210,19
693,134448.024,47127.369949129155,0.23773874952270774,4,8,0,LLC,445292,20
602,16794.95,33738.28965875535,0.04148340597056511,5,10,0,LLC,459210,27
693,25513.868,6557.0980011389565,0.3242525376770878,4,10,0,Sole,458210,15
589,181093.024,66259.70351383602,0.22775660821032936,5,11,1,Corp,445230,21
686,155208.333,34231.700066389414,0.3778377271627052,4,11,1,LLC,722514,17
677,401340.064,217656.39394587418,0.15365965008889326,4,11,0,Partner,445240,21
709,59065.943,24056.727805548086,0.20460646004946245,4,9,0,Partner,458210,17
593,37126.742,13543.62148633575,0.2284392819002006,5,11,0,Sole,444240,11
561,202898.282,63297.10599398149,0.2671242215761706,5,9,0,Corp,722514,15
746,63763.416,19301.68568642875,0.27529295038391743,4,10,0,Sole,445110,12
650,750142.954,675222.7174503447,0.0925796943997673,4,9,0,Corp,445320,22
697,69367.258,15149.614340011074,0.3815677880371117,4,9,1,Sole,458310,15
779,245566.748,55657.60902719447,0.3676747173359162,4,10,0,Partner,722513,21
688,95587.162,33488.44300253024,0.23786106845073351,4,8,0,Corp,458310,19
824,206892.087,60216.42001550968,0.28631737399133506,4,9,1,Corp,445291,13
803,526141.197,194186.92370197183,0.22578811649177377,4,10,1,Sole,445250,16
715,97968.591,31630.325034594356,0.25810829452656303,4,8,1,Sole,445110,16
717,148437.001,79147.0844185845,0.1562881333431506,4,10,1,LLC,722513,16
747,185058.369,99951.8574479731,0.15428958644442609,4,12,0,Corp,458210,12
652,333499.12,141500.7835359592,0.19640593245387036,4,8,0,Sole,722511,31
850,555906.588,457267.88299140066,0.10130943091157617,3,11,1,LLC,458210,22
738,159197.122,72297.41710259026,0.18349793623343738,4,10,1,Sole,445131,23
652,257857.54,89421.97554024625,0.24030030877211103,4,11,0,Corp,459210,15
652,407334.63,223773.17708604663,0.15169178425235225,4,11,1,LLC,722513,25
762,176148.395,81244.4905572387,0.18067727197236755,4,10,0,Corp,458210,18
760,120218.485,79675.24652554987,0.12573801174397048,4,11,1,Partner,445292,17
715,27794.576,11862.463743510714,0.19525578469596902,4,12,0,Corp,722410,20
776,98977.457,203346.14154423602,0.040561976509755245,4,9,1,Partner,458310,18
691,82200.224,39644.200263744584,0.1727874095351886,4,9,1,Partner,458210,24
635,691328.756,157805.8075814561,0.36507357079953606,4,10,1,Sole,441120,9
803,59337.853,38284.20864470005,0.1291608540018204,4,12,1,Corp,459910,16
735,150831.726,32670.51321127975,0.384729508799401,4,12,0,Sole,459210,23
634,132767.002,42828.919745784544,0.25832817869337704,4,9,0,Sole,445131,23
784,265363.833,190199.063309933,0.11626583414853825,4,13,1,Partner,459910,12
641,143528.576,59408.9937622849,0.20132834961866977,4,11,1,Partner,445250,15
734,31085.887,15332.655099268566,0.16895251126185645,4,9,1,Corp,458310,20
709,222009.261,107943.26351359035,0.17139348161055648,4,10,0,Sole,458310,17
737,30919.093,10448.50308212282,0.246599064294849,4,11,1,LLC,458310,16
650,73429.536,49160.41098053864,0.12447267787127343,4,9,0,Corp,441120,20
723,147064.988,142707.1778900556,0.08587806057035532,4,12,1,Sole,459210,22
722,64274.177,24109.65030894855,0.22215923283958477,4,11,0,Corp,722511,17
694,242239.855,81967.13731989847,0.24627741364871103,4,11,1,Partner,441120,18
657,27284.852,27822.039752233748,0.08172433390632744,4,8,0,Sole,441120,18
664,528345.186,805587.3290932521,0.05465424282375149,4,12,0,Corp,444240,21
693,615295.632,485059.8712657409,0.10570784976749623,4,9,0,LLC,441120,22
676,121545.655,47614.51036405248,0.21272516520468673,4,12,1,Sole,445291,28
648,201986.892,105666.04086158237,0.15929659957686365,4,12,0,LLC,445240,23
714,120397.202,90410.95937616519,0.11097216793069078,4,12,0,Partner,722514,26
719,229679.301,163678.89425658996,0.11693591795650464,4,12,1,Corp,459210,19
715,140404.401,47096.81628262519,0.24843222267481516,4,8,0,Partner,722511,13
676,214871.706,146094.06320174437,0.1225647032300913,4,10,1,Corp,458210,22
680,526784.492,131939.07022049263,0.33271954693408445,4,10,0,Sole,722514,10
725,119920.818,52569.69855857851,0.1900981320801057,4,8,0,LLC,458310,21
780,202080.183,89405.12982185047,0.18835625297514336,4,12,0,LLC,722514,15
739,260035.949,253681.51711228245,0.08542073803144049,4,8,0,Corp,445230,22
687,90059.101,17966.519887187933,0.4177172390900897,4,11,1,Corp,445291,15
770,172983.065,40016.48757108787,0.36023290127746666,4,13,1,Partner,459210,19
726,124177.301,69010.33315774708,0.14995012983073813,4,8,0,Partner,445230,22
733,365573.255,205063.4450688772,0.14856103634869783,4,9,0,Partner,445292,22
746,630336.113,399067.59369553096,0.13162684779847839,4,10,1,Corp,722514,25
735,87978.004,143296.06051854655,0.05116330697998798,4,8,1,Corp,459310,23
661,268644.496,72928.78070692855,0.3069712823432199,4,10,0,Partner,445110,19
691,84608.718,112563.61972606882,0.06263770228034972,4,9,1,Sole,445131,18
663,38486.226,11339.58591275517,0.2828309185781152,4,12,1,Corp,459210,21
722,397388.068,146041.1535327251,0.22675575707441076,4,12,0,Corp,445240,7
739,68729.661,23564.805785959885,0.24305193949073312,4,9,1,Sole,445291,23
780,617890.891,213461.8416272837,0.24121832356922757,4,10,1,Corp,722514,23
721,33289.988,15203.075037239727,0.18247398370865006,4,12,0,Corp,458310,27
718,63186.187,29188.53421666565,0.18039671140207186,4,8,1,Corp,445250,19
639,129905.856,42515.56029965755,0.2546241405193758,4,8,0,Sole,445291,21
692,60319.381,19565.312083879504,0.25691463861059105,4,10,0,Sole,445292,21
753,120517.571,145862.39953093187,0.06885346017180323,4,12,0,LLC,722410,14
657,259113.363,103647.79770035458,0.20832840377780773,4,8,0,Partner,445320,10
712,24241.452,4601.049335341035,0.4390565831327402,4,10,0,Partner,445110,15
632,280818.731,98364.41530800804,0.23790677597573745,4,8,1,Partner,445230,17
682,40854.439,18695.364512744083,0.18210592155143912,4,10,1,Sole,444140,28
637,125908.736,69755.75142496878,0.15041619439728318,4,10,0,LLC,445292,12
649,134458.716,39606.27068871361,0.2829070448986503,4,12,1,Sole,722410,10
782,498007.115,186762.63440191615,0.22221036370346295,4,11,1,Sole,445230,14
687,94066.296,616358.3468940525,0.012718020352123898,4,8,1,LLC,458310,18
704,14118.283,5463.349958024814,0.2153483837522073,4,11,1,LLC,459210,17
697,26228.176,46622.55079433656,0.046880346443825154,4,9,1,LLC,722511,17
654,52375.925,21524.229652043014,0.2027789373754608,4,9,0,LLC,722330,13
776,327708.542,64690.39593261832,0.4221499153461951,4,9,0,LLC,722410,21
678,59823.381,12463.190239003745,0.4000004536878916,4,9,1,LLC,722511,5
542,234461.818,186790.9264635596,0.10460082405097461,6,9,0,Sole,459910,15
671,88031.396,27021.40134121161,0.27148664771424214,4,10,1,Partner,459310,9
705,110159.498,100098.1671000227,0.09170955305798587,4,10,1,Corp,445291,14
697,130921.673,32206.781851728207,0.33875285854060677,4,8,1,Partner,445292,18
687,316272.186,69188.5207183662,0.38093046688023424,4,12,0,Partner,722514,17
707,278127.825,277976.4866644587,0.08337870237915843,4,12,1,Partner,441120,15
674,16458.52,13110.174681167104,0.10461670928790666,4,8,1,Partner,459210,16
679,95787.312,44111.02196275906,0.18095876370171324,4,8,0,Corp,458210,15
803,28368.577,6790.832396513736,0.34812346194068694,4,12,1,Partner,458210,24
